Order_ID,Order_Date,Customer_ID,Product_Name,Category,Quantity,Unit_Price,Region,Payment_Method,Total_Revenue,Year,Month_Num,Year_Month,Month_Name,Quarter,Day_Of_Week,Hour_Of_Day
ORD-10434,2025-04-03 00:00:00,CUST-356,Wireless Noise-Canceling Headphones,Audio & Accessories,1,249.5,Latin America,Credit Card,249.5,2025,4,2025-04,Apr,2025Q2,Thursday,0
ORD-11151,2025-04-03 09:00:00,CUST-716,Mechanical Gaming Keyboard,Electronics,5,119.0,North America,PayPal,595.0,2025,4,2025-04,Apr,2025Q2,Thursday,9
ORD-10409,2025-04-04 00:00:00,CUST-294,Noise-Isolating Earbuds,Audio & Accessories,1,29.99,Latin America,PayPal,29.99,2025,4,2025-04,Apr,2025Q2,Friday,0
ORD-10509,2025-04-04 00:00:00,CUST-438,Noise-Isolating Earbuds,Audio & Accessories,4,29.99,Asia-Pacific,Debit Card,119.96,2025,4,2025-04,Apr,2025Q2,Friday,0
ORD-10391,2025-04-04 00:00:00,CUST-370,HD Webcam 1080p,Electronics,2,69.99,Europe,Bank Transfer,139.98,2025,4,2025-04,Apr,2025Q2,Friday,0
ORD-11134,2025-04-04 00:00:00,CUST-881,Stainless Steel Water Bottle,Home & Kitchen,3,25.0,Europe,PayPal,75.0,2025,4,2025-04,Apr,2025Q2,Friday,0
ORD-11127,2025-04-04 00:00:00,CUST-978,4K Ultra HD Smart Monitor 27in,Electronics,2,450.0,Europe,PayPal,900.0,2025,4,2025-04,Apr,2025Q2,Friday,0
ORD-10703,2025-04-04 00:00:00,CUST-257,Mechanical Gaming Keyboard,Electronics,1,119.0,Asia-Pacific,Debit Card,119.0,2025,4,2025-04,Apr,2025Q2,Friday,0
ORD-11499,2025-04-04 09:00:00,CUST-367,HD Webcam 1080p,Electronics,5,69.99,Middle East,Debit Card,349.95,2025,4,2025-04,Apr,2025Q2,Friday,9
ORD-10663,2025-04-04 14:00:00,CUST-526,Stainless Steel Water Bottle,Home & Kitchen,1,25.0,Asia-Pacific,Bank Transfer,25.0,2025,4,2025-04,Apr,2025Q2,Friday,14
ORD-10578,2025-04-05 11:00:00,CUST-135,USB-C Multi-Port Hub,Audio & Accessories,2,45.0,Asia-Pacific,Bank Transfer,90.0,2025,4,2025-04,Apr,2025Q2,Saturday,11
ORD-10364,2025-04-05 16:00:00,CUST-617,Bluetooth Portable Speaker,Audio & Accessories,7,89.99,Europe,Debit Card,629.93,2025,4,2025-04,Apr,2025Q2,Saturday,16
ORD-10182,2025-04-06 00:00:00,CUST-909,Stainless Steel Water Bottle,Home & Kitchen,7,25.0,Asia-Pacific,Crypto,175.0,2025,4,2025-04,Apr,2025Q2,Sunday,0
ORD-10664,2025-04-06 11:00:00,CUST-864,4K Ultra HD Smart Monitor 27in,Electronics,1,450.0,Middle East,Unspecified,450.0,2025,4,2025-04,Apr,2025Q2,Sunday,11
ORD-11346,2025-04-06 11:00:00,CUST-270,4K Ultra HD Smart Monitor 27in,Electronics,1,450.0,Middle East,Credit Card,450.0,2025,4,2025-04,Apr,2025Q2,Sunday,11
ORD-11100,2025-04-06 12:00:00,CUST-146,Espresso Coffee Machine,Home & Kitchen,1,499.0,Middle East,Debit Card,499.0,2025,4,2025-04,Apr,2025Q2,Sunday,12
ORD-11255,2025-04-06 15:00:00,CUST-792,USB-C Multi-Port Hub,Audio & Accessories,2,45.0,Middle East,Credit Card,90.0,2025,4,2025-04,Apr,2025Q2,Sunday,15
ORD-10429,2025-04-07 00:00:00,CUST-547,UltraBook Pro 15,Electronics,1,1299.99,Latin America,PayPal,1299.99,2025,4,2025-04,Apr,2025Q2,Monday,0
ORD-10803,2025-04-07 00:00:00,CUST-686,Espresso Coffee Machine,Home & Kitchen,3,499.0,Asia-Pacific,Unspecified,1497.0,2025,4,2025-04,Apr,2025Q2,Monday,0
ORD-10319,2025-04-07 10:00:00,CUST-346,Noise-Isolating Earbuds,Audio & Accessories,1,29.99,North America,Unspecified,29.99,2025,4,2025-04,Apr,2025Q2,Monday,10
ORD-10650,2025-04-07 10:00:00,CUST-287,Smart LED Desk Lamp,Home & Kitchen,1,39.99,North America,Debit Card,39.99,2025,4,2025-04,Apr,2025Q2,Monday,10
ORD-11450,2025-04-07 16:00:00,CUST-509,Ergonomic Office Chair,Furniture,2,349.99,Asia-Pacific,PayPal,699.98,2025,4,2025-04,Apr,2025Q2,Monday,16
ORD-10863,2025-04-07 17:00:00,CUST-UNKNOWN,Wireless Vertical Mouse,Electronics,2,49.99,Europe,Bank Transfer,99.98,2025,4,2025-04,Apr,2025Q2,Monday,17
ORD-11256,2025-04-07 19:00:00,CUST-879,4K Ultra HD Smart Monitor 27in,Electronics,1,450.0,North America,PayPal,450.0,2025,4,2025-04,Apr,2025Q2,Monday,19
ORD-10804,2025-04-08 00:00:00,CUST-427,UltraBook Pro 15,Electronics,2,1299.99,Asia-Pacific,PayPal,2599.98,2025,4,2025-04,Apr,2025Q2,Tuesday,0
ORD-11128,2025-04-08 00:00:00,CUST-165,Bluetooth Portable Speaker,Audio & Accessories,2,89.99,Europe,Crypto,179.98,2025,4,2025-04,Apr,2025Q2,Tuesday,0
ORD-10544,2025-04-08 00:00:00,CUST-209,Bluetooth Portable Speaker,Audio & Accessories,3,89.99,Asia-Pacific,Debit Card,269.97,2025,4,2025-04,Apr,2025Q2,Tuesday,0
ORD-10852,2025-04-08 00:00:00,CUST-201,Noise-Isolating Earbuds,Audio & Accessories,1,29.99,North America,Crypto,29.99,2025,4,2025-04,Apr,2025Q2,Tuesday,0
ORD-10855,2025-04-08 00:00:00,CUST-606,HD Webcam 1080p,Electronics,1,69.99,Middle East,Crypto,69.99,2025,4,2025-04,Apr,2025Q2,Tuesday,0
ORD-11261,2025-04-08 11:00:00,CUST-143,USB-C Multi-Port Hub,Audio & Accessories,4,45.0,Asia-Pacific,Debit Card,180.0,2025,4,2025-04,Apr,2025Q2,Tuesday,11
ORD-10350,2025-04-08 19:00:00,CUST-875,Ergonomic Office Chair,Furniture,2,349.99,Latin America,Credit Card,699.98,2025,4,2025-04,Apr,2025Q2,Tuesday,19
ORD-11454,2025-04-09 19:00:00,CUST-186,Stainless Steel Water Bottle,Home & Kitchen,1,25.0,Latin America,Debit Card,25.0,2025,4,2025-04,Apr,2025Q2,Wednesday,19
ORD-11485,2025-04-09 20:00:00,CUST-654,Wireless Noise-Canceling Headphones,Audio & Accessories,2,249.5,Europe,PayPal,499.0,2025,4,2025-04,Apr,2025Q2,Wednesday,20
ORD-11203,2025-04-10 00:00:00,CUST-UNKNOWN,Standing Desk Converter,Furniture,1,220.0,Europe,PayPal,220.0,2025,4,2025-04,Apr,2025Q2,Thursday,0
ORD-11171,2025-04-10 00:00:00,CUST-327,Noise-Isolating Earbuds,Audio & Accessories,10,29.99,North America,PayPal,299.9,2025,4,2025-04,Apr,2025Q2,Thursday,0
ORD-10324,2025-04-10 16:00:00,CUST-797,Wireless Noise-Canceling Headphones,Audio & Accessories,8,249.5,Latin America,Crypto,1996.0,2025,4,2025-04,Apr,2025Q2,Thursday,16
ORD-10727,2025-04-10 17:00:00,CUST-621,Espresso Coffee Machine,Home & Kitchen,4,499.0,Asia-Pacific,Bank Transfer,1996.0,2025,4,2025-04,Apr,2025Q2,Thursday,17
ORD-11068,2025-04-10 18:00:00,CUST-117,4K Ultra HD Smart Monitor 27in,Electronics,2,450.0,Asia-Pacific,Bank Transfer,900.0,2025,4,2025-04,Apr,2025Q2,Thursday,18
ORD-10910,2025-04-11 00:00:00,CUST-459,Bluetooth Portable Speaker,Audio & Accessories,3,89.99,Latin America,Debit Card,269.97,2025,4,2025-04,Apr,2025Q2,Friday,0
ORD-10361,2025-04-11 00:00:00,CUST-298,Bluetooth Portable Speaker,Audio & Accessories,3,89.99,Asia-Pacific,Debit Card,269.97,2025,4,2025-04,Apr,2025Q2,Friday,0
ORD-10735,2025-04-11 08:00:00,CUST-368,Bluetooth Portable Speaker,Audio & Accessories,5,89.99,North America,Credit Card,449.95,2025,4,2025-04,Apr,2025Q2,Friday,8
ORD-10901,2025-04-12 00:00:00,CUST-593,Smart LED Desk Lamp,Home & Kitchen,1,39.99,Latin America,Crypto,39.99,2025,4,2025-04,Apr,2025Q2,Saturday,0
ORD-11264,2025-04-12 08:00:00,CUST-262,Mechanical Gaming Keyboard,Electronics,1,119.0,Asia-Pacific,Crypto,119.0,2025,4,2025-04,Apr,2025Q2,Saturday,8
ORD-11238,2025-04-12 10:00:00,CUST-579,Standing Desk Converter,Furniture,9,220.0,Europe,PayPal,1980.0,2025,4,2025-04,Apr,2025Q2,Saturday,10
ORD-10730,2025-04-13 00:00:00,CUST-904,Smart Fitness Watch V2,Electronics,1,199.95,North America,Bank Transfer,199.95,2025,4,2025-04,Apr,2025Q2,Sunday,0
ORD-10357,2025-04-13 00:00:00,CUST-264,Standing Desk Converter,Furniture,3,220.0,Asia-Pacific,Bank Transfer,660.0,2025,4,2025-04,Apr,2025Q2,Sunday,0
ORD-10847,2025-04-13 00:00:00,CUST-489,Noise-Isolating Earbuds,Audio & Accessories,14,29.99,Latin America,Crypto,419.86,2025,4,2025-04,Apr,2025Q2,Sunday,0
ORD-10143,2025-04-13 08:00:00,CUST-417,USB-C Multi-Port Hub,Audio & Accessories,1,45.0,Middle East,Debit Card,45.0,2025,4,2025-04,Apr,2025Q2,Sunday,8
ORD-10961,2025-04-13 12:00:00,CUST-667,Mechanical Gaming Keyboard,Electronics,3,119.0,Europe,Bank Transfer,357.0,2025,4,2025-04,Apr,2025Q2,Sunday,12
ORD-11422,2025-04-13 18:00:00,CUST-962,Smart LED Desk Lamp,Home & Kitchen,1,39.99,Middle East,Crypto,39.99,2025,4,2025-04,Apr,2025Q2,Sunday,18
ORD-10334,2025-04-13 20:00:00,CUST-635,USB-C Multi-Port Hub,Audio & Accessories,1,45.0,Europe,Bank Transfer,45.0,2025,4,2025-04,Apr,2025Q2,Sunday,20
ORD-10360,2025-04-14 00:00:00,CUST-981,UltraBook Pro 15,Electronics,2,1299.99,Latin America,PayPal,2599.98,2025,4,2025-04,Apr,2025Q2,Monday,0
ORD-10485,2025-04-14 08:00:00,CUST-359,Wireless Noise-Canceling Headphones,Audio & Accessories,6,249.5,North America,Debit Card,1497.0,2025,4,2025-04,Apr,2025Q2,Monday,8
ORD-10445,2025-04-14 09:00:00,CUST-201,Mechanical Gaming Keyboard,Electronics,7,119.0,North America,Crypto,833.0,2025,4,2025-04,Apr,2025Q2,Monday,9
ORD-10471,2025-04-14 10:00:00,CUST-822,Bluetooth Portable Speaker,Audio & Accessories,9,89.99,Middle East,PayPal,809.91,2025,4,2025-04,Apr,2025Q2,Monday,10
ORD-11292,2025-04-15 00:00:00,CUST-862,Noise-Isolating Earbuds,Audio & Accessories,2,29.99,North America,Debit Card,59.98,2025,4,2025-04,Apr,2025Q2,Tuesday,0
ORD-10707,2025-04-15 00:00:00,CUST-482,USB-C Multi-Port Hub,Audio & Accessories,4,45.0,Middle East,PayPal,180.0,2025,4,2025-04,Apr,2025Q2,Tuesday,0
ORD-10776,2025-04-15 10:00:00,CUST-706,Ergonomic Office Chair,Furniture,1,349.99,Middle East,PayPal,349.99,2025,4,2025-04,Apr,2025Q2,Tuesday,10
ORD-11008,2025-04-15 13:00:00,CUST-949,USB-C Multi-Port Hub,Audio & Accessories,1,45.0,Latin America,Credit Card,45.0,2025,4,2025-04,Apr,2025Q2,Tuesday,13
ORD-11084,2025-04-15 14:00:00,CUST-350,Wireless Noise-Canceling Headphones,Audio & Accessories,7,249.5,Europe,Crypto,1746.5,2025,4,2025-04,Apr,2025Q2,Tuesday,14
ORD-10028,2025-04-15 18:00:00,CUST-370,Ergonomic Office Chair,Furniture,3,349.99,Middle East,Debit Card,1049.97,2025,4,2025-04,Apr,2025Q2,Tuesday,18
ORD-10701,2025-04-16 00:00:00,CUST-959,UltraBook Pro 15,Electronics,1,1299.99,Middle East,Debit Card,1299.99,2025,4,2025-04,Apr,2025Q2,Wednesday,0
ORD-10733,2025-04-16 14:00:00,CUST-106,Smart LED Desk Lamp,Home & Kitchen,2,39.99,Asia-Pacific,Credit Card,79.98,2025,4,2025-04,Apr,2025Q2,Wednesday,14
ORD-10939,2025-04-16 19:00:00,CUST-UNKNOWN,Ergonomic Office Chair,Furniture,2,349.99,North America,PayPal,699.98,2025,4,2025-04,Apr,2025Q2,Wednesday,19
ORD-10244,2025-04-16 20:00:00,CUST-459,Smart LED Desk Lamp,Home & Kitchen,1,39.99,Middle East,Bank Transfer,39.99,2025,4,2025-04,Apr,2025Q2,Wednesday,20
ORD-10487,2025-04-17 08:00:00,CUST-156,Stainless Steel Water Bottle,Home & Kitchen,1,25.0,Asia-Pacific,Credit Card,25.0,2025,4,2025-04,Apr,2025Q2,Thursday,8
ORD-10919,2025-04-17 14:00:00,CUST-914,Wireless Vertical Mouse,Electronics,1,49.99,North America,Debit Card,49.99,2025,4,2025-04,Apr,2025Q2,Thursday,14
ORD-10275,2025-04-17 15:00:00,CUST-371,Wireless Noise-Canceling Headphones,Audio & Accessories,2,249.5,North America,Credit Card,499.0,2025,4,2025-04,Apr,2025Q2,Thursday,15
ORD-10767,2025-04-17 16:00:00,CUST-538,Stainless Steel Water Bottle,Home & Kitchen,5,25.0,North America,PayPal,125.0,2025,4,2025-04,Apr,2025Q2,Thursday,16
ORD-10172,2025-04-17 16:00:00,CUST-778,Espresso Coffee Machine,Home & Kitchen,2,499.0,Latin America,Crypto,998.0,2025,4,2025-04,Apr,2025Q2,Thursday,16
ORD-10326,2025-04-18 00:00:00,CUST-690,UltraBook Pro 15,Electronics,2,1299.99,Europe,Debit Card,2599.98,2025,4,2025-04,Apr,2025Q2,Friday,0
ORD-11363,2025-04-18 00:00:00,CUST-267,Bluetooth Portable Speaker,Audio & Accessories,3,89.99,North America,Bank Transfer,269.97,2025,4,2025-04,Apr,2025Q2,Friday,0
ORD-10716,2025-04-18 08:00:00,CUST-940,Espresso Coffee Machine,Home & Kitchen,5,499.0,Latin America,Credit Card,2495.0,2025,4,2025-04,Apr,2025Q2,Friday,8
ORD-11077,2025-04-18 12:00:00,CUST-367,Wireless Noise-Canceling Headphones,Audio & Accessories,3,249.5,North America,Credit Card,748.5,2025,4,2025-04,Apr,2025Q2,Friday,12
ORD-11039,2025-04-18 13:00:00,CUST-260,Bluetooth Portable Speaker,Audio & Accessories,1,89.99,Middle East,Debit Card,89.99,2025,4,2025-04,Apr,2025Q2,Friday,13
ORD-11023,2025-04-18 14:00:00,CUST-688,Espresso Coffee Machine,Home & Kitchen,9,499.0,Middle East,Bank Transfer,4491.0,2025,4,2025-04,Apr,2025Q2,Friday,14
ORD-10005,2025-04-18 18:00:00,CUST-799,Mechanical Gaming Keyboard,Electronics,1,119.0,North America,Crypto,119.0,2025,4,2025-04,Apr,2025Q2,Friday,18
ORD-10849,2025-04-19 12:00:00,CUST-721,UltraBook Pro 15,Electronics,3,1299.99,North America,Debit Card,3899.97,2025,4,2025-04,Apr,2025Q2,Saturday,12
ORD-10929,2025-04-19 16:00:00,CUST-674,Standing Desk Converter,Furniture,1,220.0,Asia-Pacific,Crypto,220.0,2025,4,2025-04,Apr,2025Q2,Saturday,16
ORD-10453,2025-04-20 13:00:00,CUST-941,4K Ultra HD Smart Monitor 27in,Electronics,6,450.0,Asia-Pacific,Crypto,2700.0,2025,4,2025-04,Apr,2025Q2,Sunday,13
ORD-11457,2025-04-21 00:00:00,CUST-943,Ergonomic Office Chair,Furniture,3,349.99,Asia-Pacific,PayPal,1049.97,2025,4,2025-04,Apr,2025Q2,Monday,0
ORD-10889,2025-04-21 00:00:00,CUST-244,Espresso Coffee Machine,Home & Kitchen,1,499.0,Europe,Crypto,499.0,2025,4,2025-04,Apr,2025Q2,Monday,0
ORD-11480,2025-04-21 12:00:00,CUST-841,Stainless Steel Water Bottle,Home & Kitchen,4,25.0,Europe,Crypto,100.0,2025,4,2025-04,Apr,2025Q2,Monday,12
ORD-11057,2025-04-21 12:00:00,CUST-677,Ergonomic Office Chair,Furniture,2,349.99,North America,PayPal,699.98,2025,4,2025-04,Apr,2025Q2,Monday,12
ORD-10822,2025-04-21 17:00:00,CUST-231,Mechanical Gaming Keyboard,Electronics,1,119.0,Middle East,Debit Card,119.0,2025,4,2025-04,Apr,2025Q2,Monday,17
ORD-10562,2025-04-21 17:00:00,CUST-573,Bluetooth Portable Speaker,Audio & Accessories,1,89.99,Asia-Pacific,Credit Card,89.99,2025,4,2025-04,Apr,2025Q2,Monday,17
ORD-11310,2025-04-21 17:00:00,CUST-110,Espresso Coffee Machine,Home & Kitchen,1,499.0,Europe,Crypto,499.0,2025,4,2025-04,Apr,2025Q2,Monday,17
ORD-11470,2025-04-22 00:00:00,CUST-464,Wireless Noise-Canceling Headphones,Audio & Accessories,2,249.5,North America,Debit Card,499.0,2025,4,2025-04,Apr,2025Q2,Tuesday,0
ORD-10768,2025-04-23 00:00:00,CUST-385,Smart Fitness Watch V2,Electronics,1,199.95,Middle East,Bank Transfer,199.95,2025,4,2025-04,Apr,2025Q2,Wednesday,0
ORD-10766,2025-04-23 00:00:00,CUST-950,Stainless Steel Water Bottle,Home & Kitchen,4,25.0,Europe,PayPal,100.0,2025,4,2025-04,Apr,2025Q2,Wednesday,0
ORD-10285,2025-04-23 00:00:00,CUST-916,Noise-Isolating Earbuds,Audio & Accessories,1,29.99,Latin America,Bank Transfer,29.99,2025,4,2025-04,Apr,2025Q2,Wednesday,0
ORD-10535,2025-04-23 19:00:00,CUST-297,Bluetooth Portable Speaker,Audio & Accessories,7,89.99,North America,Credit Card,629.93,2025,4,2025-04,Apr,2025Q2,Wednesday,19
ORD-10378,2025-04-24 00:00:00,CUST-546,Mechanical Gaming Keyboard,Electronics,4,119.0,Asia-Pacific,Bank Transfer,476.0,2025,4,2025-04,Apr,2025Q2,Thursday,0
ORD-10230,2025-04-24 15:00:00,CUST-574,HD Webcam 1080p,Electronics,4,69.99,Middle East,Crypto,279.96,2025,4,2025-04,Apr,2025Q2,Thursday,15
ORD-10096,2025-04-24 18:00:00,CUST-943,Smart Fitness Watch V2,Electronics,2,199.95,Latin America,Unspecified,399.9,2025,4,2025-04,Apr,2025Q2,Thursday,18
ORD-10642,2025-04-25 19:00:00,CUST-982,Stainless Steel Water Bottle,Home & Kitchen,1,25.0,Asia-Pacific,Bank Transfer,25.0,2025,4,2025-04,Apr,2025Q2,Friday,19
ORD-10835,2025-04-26 10:00:00,CUST-959,Smart LED Desk Lamp,Home & Kitchen,2,39.99,Europe,Crypto,79.98,2025,4,2025-04,Apr,2025Q2,Saturday,10
ORD-11074,2025-04-26 11:00:00,CUST-304,HD Webcam 1080p,Electronics,11,69.99,Europe,Bank Transfer,769.89,2025,4,2025-04,Apr,2025Q2,Saturday,11
ORD-10301,2025-04-26 12:00:00,CUST-254,USB-C Multi-Port Hub,Audio & Accessories,2,45.0,North America,Credit Card,90.0,2025,4,2025-04,Apr,2025Q2,Saturday,12
ORD-10177,2025-04-26 18:00:00,CUST-202,Ergonomic Office Chair,Furniture,2,349.99,Latin America,Unspecified,699.98,2025,4,2025-04,Apr,2025Q2,Saturday,18
ORD-10721,2025-04-26 19:00:00,CUST-176,UltraBook Pro 15,Electronics,1,1299.99,Europe,PayPal,1299.99,2025,4,2025-04,Apr,2025Q2,Saturday,19
ORD-10034,2025-04-27 11:00:00,CUST-297,USB-C Multi-Port Hub,Audio & Accessories,8,45.0,Latin America,Bank Transfer,360.0,2025,4,2025-04,Apr,2025Q2,Sunday,11
ORD-11233,2025-04-27 14:00:00,CUST-741,Noise-Isolating Earbuds,Audio & Accessories,1,29.99,Asia-Pacific,PayPal,29.99,2025,4,2025-04,Apr,2025Q2,Sunday,14
ORD-10831,2025-04-28 12:00:00,CUST-189,Noise-Isolating Earbuds,Audio & Accessories,2,29.99,Asia-Pacific,Debit Card,59.98,2025,4,2025-04,Apr,2025Q2,Monday,12
ORD-11428,2025-04-28 17:00:00,CUST-537,Wireless Noise-Canceling Headphones,Audio & Accessories,3,249.5,Asia-Pacific,Bank Transfer,748.5,2025,4,2025-04,Apr,2025Q2,Monday,17
ORD-10977,2025-04-29 00:00:00,CUST-611,Wireless Vertical Mouse,Electronics,1,49.99,Latin America,Bank Transfer,49.99,2025,4,2025-04,Apr,2025Q2,Tuesday,0
ORD-11046,2025-04-29 15:00:00,CUST-676,UltraBook Pro 15,Electronics,1,1299.99,North America,Bank Transfer,1299.99,2025,4,2025-04,Apr,2025Q2,Tuesday,15
ORD-10252,2025-04-30 00:00:00,CUST-820,Espresso Coffee Machine,Home & Kitchen,5,499.0,North America,Credit Card,2495.0,2025,4,2025-04,Apr,2025Q2,Wednesday,0
ORD-11006,2025-04-30 00:00:00,CUST-288,HD Webcam 1080p,Electronics,3,69.99,Middle East,Debit Card,209.97,2025,4,2025-04,Apr,2025Q2,Wednesday,0
ORD-11081,2025-04-30 00:00:00,CUST-619,UltraBook Pro 15,Electronics,1,1299.99,North America,Debit Card,1299.99,2025,4,2025-04,Apr,2025Q2,Wednesday,0
ORD-11254,2025-04-30 11:00:00,CUST-181,Wireless Noise-Canceling Headphones,Audio & Accessories,3,249.5,Latin America,Bank Transfer,748.5,2025,4,2025-04,Apr,2025Q2,Wednesday,11
ORD-10771,2025-04-30 16:00:00,CUST-113,Bluetooth Portable Speaker,Audio & Accessories,5,89.99,Europe,Credit Card,449.95,2025,4,2025-04,Apr,2025Q2,Wednesday,16
ORD-10081,2025-04-30 20:00:00,CUST-425,Ergonomic Office Chair,Furniture,3,349.99,Latin America,Debit Card,1049.97,2025,4,2025-04,Apr,2025Q2,Wednesday,20
ORD-10630,2025-05-01 14:00:00,CUST-209,Standing Desk Converter,Furniture,3,220.0,Europe,PayPal,660.0,2025,5,2025-05,May,2025Q2,Thursday,14
ORD-10023,2025-05-01 14:00:00,CUST-683,Wireless Noise-Canceling Headphones,Audio & Accessories,2,249.5,Europe,Crypto,499.0,2025,5,2025-05,May,2025Q2,Thursday,14
ORD-10723,2025-05-02 00:00:00,CUST-734,Smart Fitness Watch V2,Electronics,4,199.95,Latin America,Credit Card,799.8,2025,5,2025-05,May,2025Q2,Friday,0
ORD-10032,2025-05-02 00:00:00,CUST-UNKNOWN,Mechanical Gaming Keyboard,Electronics,1,119.0,Europe,Debit Card,119.0,2025,5,2025-05,May,2025Q2,Friday,0
ORD-10298,2025-05-02 09:00:00,CUST-685,Stainless Steel Water Bottle,Home & Kitchen,3,25.0,Middle East,Debit Card,75.0,2025,5,2025-05,May,2025Q2,Friday,9
ORD-11231,2025-05-02 18:00:00,CUST-356,USB-C Multi-Port Hub,Audio & Accessories,1,45.0,Asia-Pacific,Debit Card,45.0,2025,5,2025-05,May,2025Q2,Friday,18
ORD-10262,2025-05-03 08:00:00,CUST-544,Stainless Steel Water Bottle,Home & Kitchen,1,25.0,North America,Debit Card,25.0,2025,5,2025-05,May,2025Q2,Saturday,8
ORD-10545,2025-05-03 15:00:00,CUST-911,Ergonomic Office Chair,Furniture,2,349.99,Middle East,Bank Transfer,699.98,2025,5,2025-05,May,2025Q2,Saturday,15
ORD-10985,2025-05-04 00:00:00,CUST-612,Wireless Noise-Canceling Headphones,Audio & Accessories,2,249.5,Asia-Pacific,Debit Card,499.0,2025,5,2025-05,May,2025Q2,Sunday,0
ORD-10087,2025-05-04 00:00:00,CUST-246,Standing Desk Converter,Furniture,3,220.0,Europe,Debit Card,660.0,2025,5,2025-05,May,2025Q2,Sunday,0
ORD-11350,2025-05-04 00:00:00,CUST-687,Mechanical Gaming Keyboard,Electronics,5,119.0,Asia-Pacific,Debit Card,595.0,2025,5,2025-05,May,2025Q2,Sunday,0
ORD-11459,2025-05-04 17:00:00,CUST-795,HD Webcam 1080p,Electronics,3,69.99,Europe,Debit Card,209.97,2025,5,2025-05,May,2025Q2,Sunday,17
ORD-10139,2025-05-04 19:00:00,CUST-539,Stainless Steel Water Bottle,Home & Kitchen,9,25.0,North America,Crypto,225.0,2025,5,2025-05,May,2025Q2,Sunday,19
ORD-10953,2025-05-06 00:00:00,CUST-541,Smart Fitness Watch V2,Electronics,6,199.95,Asia-Pacific,PayPal,1199.7,2025,5,2025-05,May,2025Q2,Tuesday,0
ORD-10270,2025-05-06 10:00:00,CUST-519,Espresso Coffee Machine,Home & Kitchen,4,499.0,North America,Unspecified,1996.0,2025,5,2025-05,May,2025Q2,Tuesday,10
ORD-10000,2025-05-06 11:00:00,CUST-204,Stainless Steel Water Bottle,Home & Kitchen,2,25.0,Middle East,Credit Card,50.0,2025,5,2025-05,May,2025Q2,Tuesday,11
ORD-11045,2025-05-06 14:00:00,CUST-608,Espresso Coffee Machine,Home & Kitchen,3,499.0,Latin America,Bank Transfer,1497.0,2025,5,2025-05,May,2025Q2,Tuesday,14
ORD-11119,2025-05-06 20:00:00,CUST-402,Noise-Isolating Earbuds,Audio & Accessories,1,29.99,Latin America,Bank Transfer,29.99,2025,5,2025-05,May,2025Q2,Tuesday,20
ORD-10052,2025-05-07 00:00:00,CUST-736,Stainless Steel Water Bottle,Home & Kitchen,7,25.0,Europe,PayPal,175.0,2025,5,2025-05,May,2025Q2,Wednesday,0
ORD-10246,2025-05-07 00:00:00,CUST-502,Ergonomic Office Chair,Furniture,2,349.99,Latin America,PayPal,699.98,2025,5,2025-05,May,2025Q2,Wednesday,0
ORD-10845,2025-05-08 00:00:00,CUST-984,Espresso Coffee Machine,Home & Kitchen,2,499.0,Asia-Pacific,PayPal,998.0,2025,5,2025-05,May,2025Q2,Thursday,0
ORD-10162,2025-05-08 00:00:00,CUST-691,Wireless Vertical Mouse,Electronics,3,49.99,Asia-Pacific,PayPal,149.97,2025,5,2025-05,May,2025Q2,Thursday,0
ORD-10033,2025-05-08 12:00:00,CUST-818,Smart LED Desk Lamp,Home & Kitchen,7,39.99,North America,Debit Card,279.93,2025,5,2025-05,May,2025Q2,Thursday,12
ORD-10482,2025-05-09 00:00:00,CUST-828,Noise-Isolating Earbuds,Audio & Accessories,2,29.99,Europe,Credit Card,59.98,2025,5,2025-05,May,2025Q2,Friday,0
ORD-10376,2025-05-09 09:00:00,CUST-694,Bluetooth Portable Speaker,Audio & Accessories,5,89.99,Latin America,Bank Transfer,449.95,2025,5,2025-05,May,2025Q2,Friday,9
ORD-10924,2025-05-09 10:00:00,CUST-966,Standing Desk Converter,Furniture,2,220.0,Asia-Pacific,Debit Card,440.0,2025,5,2025-05,May,2025Q2,Friday,10
ORD-10370,2025-05-09 16:00:00,CUST-941,Wireless Noise-Canceling Headphones,Audio & Accessories,1,249.5,Europe,Bank Transfer,249.5,2025,5,2025-05,May,2025Q2,Friday,16
ORD-11327,2025-05-09 18:00:00,CUST-377,HD Webcam 1080p,Electronics,4,69.99,Asia-Pacific,Crypto,279.96,2025,5,2025-05,May,2025Q2,Friday,18
ORD-11187,2025-05-10 00:00:00,CUST-452,Smart LED Desk Lamp,Home & Kitchen,1,39.99,Asia-Pacific,PayPal,39.99,2025,5,2025-05,May,2025Q2,Saturday,0
ORD-10375,2025-05-10 11:00:00,CUST-787,Mechanical Gaming Keyboard,Electronics,1,119.0,Middle East,Credit Card,119.0,2025,5,2025-05,May,2025Q2,Saturday,11
ORD-11048,2025-05-10 14:00:00,CUST-445,UltraBook Pro 15,Electronics,5,1299.99,Europe,Unspecified,6499.95,2025,5,2025-05,May,2025Q2,Saturday,14
ORD-11380,2025-05-10 14:00:00,CUST-609,UltraBook Pro 15,Electronics,1,1299.99,Latin America,Debit Card,1299.99,2025,5,2025-05,May,2025Q2,Saturday,14
ORD-11411,2025-05-10 19:00:00,CUST-288,HD Webcam 1080p,Electronics,1,69.99,Middle East,Credit Card,69.99,2025,5,2025-05,May,2025Q2,Saturday,19
